2021-11-05 15:07:55.701553: I tensorflow/stream_executor/platform/default/dso_loader.cc:49] Successfully opened dynamic library libcudart.so.10.1
[2021-11-05 15:07:56] WARNING (nni/MainThread) Requesting parameter without NNI framework, returning empty dict
{'batch_size': 64, 'test_batch_size': 1000, 'epochs': 14, 'lr': 1.0, 'gamma': 0.7, 'no_cuda': False, 'seed': 1, 'log_interval': 10, 'save_model': True}
Start profiling...
----------------------  ------------  ------------  ------------  ------------  ------------  ------------  
Train Epoch: 3 [17920/60000 (30%)]	Loss: 0.018384
Train Epoch: 3 [18560/60000 (31%)]	Loss: 0.043169
Train Epoch: 3 [19200/60000 (32%)]	Loss: 0.075747
Train Epoch: 3 [19840/60000 (33%)]	Loss: 0.005265
Train Epoch: 3 [20480/60000 (34%)]	Loss: 0.024555
Train Epoch: 3 [21120/60000 (35%)]	Loss: 0.120121
Train Epoch: 3 [21760/60000 (36%)]	Loss: 0.003203
Train Epoch: 3 [22400/60000 (37%)]	Loss: 0.093412
Train Epoch: 3 [23040/60000 (38%)]	Loss: 0.012652
Train Epoch: 3 [23680/60000 (39%)]	Loss: 0.056119
Train Epoch: 3 [24320/60000 (41%)]	Loss: 0.000458
Train Epoch: 3 [24960/60000 (42%)]	Loss: 0.060114
Train Epoch: 3 [25600/60000 (43%)]	Loss: 0.004685
Train Epoch: 3 [26240/60000 (44%)]	Loss: 0.032968
Train Epoch: 3 [26880/60000 (45%)]	Loss: 0.015165
Train Epoch: 3 [27520/60000 (46%)]	Loss: 0.014829
Train Epoch: 3 [28160/60000 (47%)]	Loss: 0.018480
Train Epoch: 3 [28800/60000 (48%)]	Loss: 0.003293
Train Epoch: 3 [29440/60000 (49%)]	Loss: 0.000904
Train Epoch: 3 [30080/60000 (50%)]	Loss: 0.019820
Train Epoch: 3 [30720/60000 (51%)]	Loss: 0.008246
Train Epoch: 3 [31360/60000 (52%)]	Loss: 0.042083
Train Epoch: 3 [32000/60000 (53%)]	Loss: 0.037127
Train Epoch: 3 [32640/60000 (54%)]	Loss: 0.010979
Train Epoch: 3 [33280/60000 (55%)]	Loss: 0.005450
Train Epoch: 3 [33920/60000 (57%)]	Loss: 0.002835
Train Epoch: 3 [34560/60000 (58%)]	Loss: 0.068650
Train Epoch: 3 [35200/60000 (59%)]	Loss: 0.002017
Train Epoch: 3 [35840/60000 (60%)]	Loss: 0.008430
Train Epoch: 3 [36480/60000 (61%)]	Loss: 0.063777
Train Epoch: 3 [37120/60000 (62%)]	Loss: 0.013668
Train Epoch: 3 [37760/60000 (63%)]	Loss: 0.011879
Train Epoch: 3 [38400/60000 (64%)]	Loss: 0.046817
Train Epoch: 3 [39040/60000 (65%)]	Loss: 0.008729
Train Epoch: 3 [39680/60000 (66%)]	Loss: 0.025043
Train Epoch: 3 [40320/60000 (67%)]	Loss: 0.002638
Train Epoch: 3 [40960/60000 (68%)]	Loss: 0.000292
Train Epoch: 3 [41600/60000 (69%)]	Loss: 0.001036
Train Epoch: 3 [42240/60000 (70%)]	Loss: 0.016486
Train Epoch: 3 [42880/60000 (71%)]	Loss: 0.001172
Train Epoch: 3 [43520/60000 (72%)]	Loss: 0.012006
Train Epoch: 3 [44160/60000 (74%)]	Loss: 0.042404
Train Epoch: 3 [44800/60000 (75%)]	Loss: 0.055700
Train Epoch: 3 [45440/60000 (76%)]	Loss: 0.004920
Train Epoch: 3 [46080/60000 (77%)]	Loss: 0.048996
Train Epoch: 3 [46720/60000 (78%)]	Loss: 0.021844
Train Epoch: 3 [47360/60000 (79%)]	Loss: 0.065683
Train Epoch: 3 [48000/60000 (80%)]	Loss: 0.001966
Train Epoch: 3 [48640/60000 (81%)]	Loss: 0.050716
Train Epoch: 3 [49280/60000 (82%)]	Loss: 0.007152
Train Epoch: 3 [49920/60000 (83%)]	Loss: 0.034033
Train Epoch: 3 [50560/60000 (84%)]	Loss: 0.022687
Train Epoch: 3 [51200/60000 (85%)]	Loss: 0.018553
Train Epoch: 3 [51840/60000 (86%)]	Loss: 0.005785
Train Epoch: 3 [52480/60000 (87%)]	Loss: 0.069476
Train Epoch: 3 [53120/60000 (88%)]	Loss: 0.025767
Train Epoch: 3 [53760/60000 (90%)]	Loss: 0.078031
Train Epoch: 3 [54400/60000 (91%)]	Loss: 0.034879
Train Epoch: 3 [55040/60000 (92%)]	Loss: 0.010522
Train Epoch: 3 [55680/60000 (93%)]	Loss: 0.012977
Train Epoch: 3 [56320/60000 (94%)]	Loss: 0.013884
Train Epoch: 3 [56960/60000 (95%)]	Loss: 0.027102
Train Epoch: 3 [57600/60000 (96%)]	Loss: 0.010205
Train Epoch: 3 [58240/60000 (97%)]	Loss: 0.030887
Train Epoch: 3 [58880/60000 (98%)]	Loss: 0.002662
Train Epoch: 3 [59520/60000 (99%)]	Loss: 0.098102

Test set: Average loss: 0.0001, Accuracy: 9818/10000 (98%)

[2021-11-05 15:08:25] INFO (nni/MainThread) Intermediate result: null  (Index 2)
Train Epoch: 4 [0/60000 (0%)]	Loss: 0.010152
Train Epoch: 4 [640/60000 (1%)]	Loss: 0.015992
Train Epoch: 4 [1280/60000 (2%)]	Loss: 0.015137
Train Epoch: 4 [1920/60000 (3%)]	Loss: 0.010821
Train Epoch: 4 [2560/60000 (4%)]	Loss: 0.024791
Train Epoch: 4 [3200/60000 (5%)]	Loss: 0.002006
Train Epoch: 4 [3840/60000 (6%)]	Loss: 0.007968
Train Epoch: 4 [4480/60000 (7%)]	Loss: 0.005749
Train Epoch: 4 [5120/60000 (9%)]	Loss: 0.005293
Train Epoch: 4 [5760/60000 (10%)]	Loss: 0.006942
Train Epoch: 4 [6400/60000 (11%)]	Loss: 0.011362
Train Epoch: 4 [7040/60000 (12%)]	Loss: 0.015032
Train Epoch: 4 [7680/60000 (13%)]	Loss: 0.018710
Train Epoch: 4 [8320/60000 (14%)]	Loss: 0.000326
Train Epoch: 4 [8960/60000 (15%)]	Loss: 0.054666
Train Epoch: 4 [9600/60000 (16%)]	Loss: 0.042531
Train Epoch: 4 [10240/60000 (17%)]	Loss: 0.002041
Train Epoch: 4 [10880/60000 (18%)]	Loss: 0.038208
Train Epoch: 4 [11520/60000 (19%)]	Loss: 0.039272
Train Epoch: 4 [12160/60000 (20%)]	Loss: 0.006673
Train Epoch: 4 [12800/60000 (21%)]	Loss: 0.001091
Train Epoch: 4 [13440/60000 (22%)]	Loss: 0.004643
Train Epoch: 4 [14080/60000 (23%)]	Loss: 0.001226
Train Epoch: 4 [14720/60000 (25%)]	Loss: 0.024545
Train Epoch: 4 [15360/60000 (26%)]	Loss: 0.004426
Train Epoch: 4 [16000/60000 (27%)]	Loss: 0.000769
Train Epoch: 4 [16640/60000 (28%)]	Loss: 0.003147
Train Epoch: 4 [17280/60000 (29%)]	Loss: 0.078048
Train Epoch: 4 [17920/60000 (30%)]	Loss: 0.013069
Train Epoch: 4 [18560/60000 (31%)]	Loss: 0.002602
Train Epoch: 4 [19200/60000 (32%)]	Loss: 0.005976
Train Epoch: 4 [19840/60000 (33%)]	Loss: 0.002121
Train Epoch: 4 [20480/60000 (34%)]	Loss: 0.147145
Train Epoch: 4 [21120/60000 (35%)]	Loss: 0.005875
Train Epoch: 4 [21760/60000 (36%)]	Loss: 0.002533
Train Epoch: 4 [22400/60000 (37%)]	Loss: 0.001297
Train Epoch: 4 [23040/60000 (38%)]	Loss: 0.009567
Train Epoch: 4 [23680/60000 (39%)]	Loss: 0.000755
Train Epoch: 4 [24320/60000 (41%)]	Loss: 0.008260
Train Epoch: 4 [24960/60000 (42%)]	Loss: 0.001293
Train Epoch: 4 [25600/60000 (43%)]	Loss: 0.122633
Train Epoch: 4 [26240/60000 (44%)]	Loss: 0.032951
Train Epoch: 4 [26880/60000 (45%)]	Loss: 0.002349
Train Epoch: 4 [27520/60000 (46%)]	Loss: 0.114951
Train Epoch: 4 [28160/60000 (47%)]	Loss: 0.033589
Train Epoch: 4 [28800/60000 (48%)]	Loss: 0.002034
Train Epoch: 4 [29440/60000 (49%)]	Loss: 0.000766
Train Epoch: 4 [30080/60000 (50%)]	Loss: 0.045829
Train Epoch: 4 [30720/60000 (51%)]	Loss: 0.013758
Train Epoch: 4 [31360/60000 (52%)]	Loss: 0.051973
Train Epoch: 4 [32000/60000 (53%)]	Loss: 0.114017
Train Epoch: 4 [32640/60000 (54%)]	Loss: 0.000305
Train Epoch: 4 [33280/60000 (55%)]	Loss: 0.007459
Train Epoch: 4 [33920/60000 (57%)]	Loss: 0.004780
Train Epoch: 4 [34560/60000 (58%)]	Loss: 0.002833
Train Epoch: 4 [35200/60000 (59%)]	Loss: 0.000641
Train Epoch: 4 [35840/60000 (60%)]	Loss: 0.094584
Train Epoch: 4 [36480/60000 (61%)]	Loss: 0.007159
Train Epoch: 4 [37120/60000 (62%)]	Loss: 0.001441
Train Epoch: 4 [37760/60000 (63%)]	Loss: 0.002503
Train Epoch: 4 [38400/60000 (64%)]	Loss: 0.042835
Train Epoch: 4 [39040/60000 (65%)]	Loss: 0.048462
Train Epoch: 4 [39680/60000 (66%)]	Loss: 0.134036
Train Epoch: 4 [40320/60000 (67%)]	Loss: 0.004161
Train Epoch: 4 [40960/60000 (68%)]	Loss: 0.042712
Train Epoch: 4 [41600/60000 (69%)]	Loss: 0.089760
